연번,시도,시군구,위도,경도,섬이름,섬코드,육지b연결유무,여객선 유도선 운항여부,접안시설 보유,개발대상섬,성장촉진지역,특수상황지역,인구감소지역,먼섬특별법,2023년 총인구,증감률,증감량,2024년 총인구,2024년 세대,2024년 남자인구,2024년 여자인구,해안선 데이터 기준 면적(제곱키로미터),해안선길이(키로미터),지적도 기준 면적(제곱키로미터),읍면동사무소_본청,읍면동사무소 출장소 행정지원센터,경찰서,파출소,지구대,치안센터,해양경찰서,해경파출소,해경출장소,소방서,119안전센터,119지역대,우체국,NH농협은행,지역농축협,하나로마트,SH수협은행,수협 회원 조합,종합병원 시설 수,종합병원 병상 수,종합병원 의사 수,병원 시설 수,병원 병상 수,병원 의사 수,요양병원 시설 수,요양병원 병상 수,요양병원 의사 수,치과병원 시설 수,치과병원 병상 수,치과병원 의사 수,정신병원 시설 수,정신병원 병상 수,정신병원 의사 수,한방병원 시설 수,한방병원 병상 수,한방병원 의사 수,의원 시설 수,의원 병상 수,의원 의사 수,치과의원 시설 수,치과의원 병상 수,치과의원 의사 수,한의원 시설 수,한의원 병상 수,한의원 의사 수,보건소 시설 수,보건소 병상 수,보건소 의사 수,보건의료원 시설 수,보건의료원 병상 수,보건의료원 의사 수,보건지소 시설 수,보건지소 병상 수,보건지소 의사 수,보건진료소 시설 수,보건진료소 병상 수,보건진료소 의사 수,약국,어린이집 시설,어린이집 정원,어린이집 유아,어린이집 교직원,유치원 시설,유치원 학급,유치원 정원,유치원 유아,유치원 교직원,초등학교 시설,초등학교 학급,초등학교 학생,초등학교 교직원,중학교 시설,중학교 학급,중학교 학생,중학교 교직원,고등학교 시설,고등학교 학급,고등학교 학생,고등학교 교직원,초등학교 총 폐교,초등학교 매각폐교,초등학교 보유폐교,중학교 총 폐교,중학교 매각폐교,중학교 보유폐교,고등학교 총 폐교,고등학교 매각폐교,고등학교 보유폐교,상수도,지하수(관정),해수담수화시설,소규모급수시설,운반급수,빗물 저장,생수 배달,생활용수 기타,송전,디젤발전,태양광발전,풍력발전,전력공급 기타,acc_health_2020_mean,acc_health_2020_min,acc_health_2020_max,acc_health_2021_mean,acc_health_2021_min,acc_health_2021_max,acc_health_2022_mean,acc_health_2022_min,acc_health_2022_max,acc_health_2023_mean,acc_health_2023_min,acc_health_2023_max,acc_emergency_2020_mean,acc_emergency_2020_min,acc_emergency_2020_max,acc_emergency_2021_mean,acc_emergency_2021_min,acc_emergency_2021_max,acc_emergency_2022_mean,acc_emergency_2022_min,acc_emergency_2022_max,acc_emergency_2023_mean,acc_emergency_2023_min,acc_emergency_2023_max,acc_clinic_2020_mean,acc_clinic_2020_min,acc_clinic_2020_max,acc_clinic_2021_mean,acc_clinic_2021_min,acc_clinic_2021_max,acc_clinic_2022_mean,acc_clinic_2022_min,acc_clinic_2022_max,acc_clinic_2023_mean,acc_clinic_2023_min,acc_clinic_2023_max,grid_count,ferry_time_actual,최단소요_min,최단소요_max,총운항편수_편도,경유항로수,ferry_available,access_allnull,has_emergency_onisland,has_clinic_onisland,dist_main_km,sea_leg_min,sea_leg_source,land_leg_emergency_km,land_leg_clinic_km,land_leg_emergency_min,land_leg_clinic_min,Y_time_emergency,Y_time_clinic
82,전라남도,강진군,34.53447923,126.7809267,가우도,468101001,연결,미운항,보유,해당,해당,해당 없음,해당,해당 없음,42,▼2.4%,-1,41,21,17,24,0.3224,3.1095,0.3163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,○,X,X,X,X,X,X,X,○,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,0,1,0,0,1.2406934428741312,0.0,connected_0,15.426,5.42,23.139,8.13,23.139,8.13
83,전라남도,해남군,34.45468794,126.4190062,상마도,468201001,미연결,운항,보유,해당,해당,해당 없음,해당,해당 없음,106,▼0.9%,-1,105,36,65,40,0.466,6.8192,0.3779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,○,X,X,X,X,X,X,X,○,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0,1,0,0,4.080125144709797,8.160250289419594,dist_based,23.398,9.044,35.097,13.566,43.2572502894196,21.7262502894196
84,전라남도,해남군,34.43667141,126.4323052,중마도,468201002,미연결,운항,보유,해당,해당,해당 없음,해당,해당 없음,46,0.00%,0,46,19,26,20,0.1538,3.7397,0.1104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,○,X,X,X,X,X,X,X,○,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0,1,0,0,3.0058663794789697,6.01173275895794,dist_based,24.5,10.146,36.75,15.219000000000005,42.76173275895794,21.23073275895794
85,전라남도,해남군,34.43268549,126.4371954,하마도,468201003,미연결,운항,보유,해당,해당,해당 없음,해당,해당 없음,61,▼1.6%,-1,60,30,40,20,0.1921,4.1276,0.1573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,X,○,X,X,X,X,X,X,X,○,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0,1,0,0,2.787972530929299,5.575945061858598,dist_based,24.5,10.146,36.75,15.219000000000005,42.3259450618586,20.7949450618586
86,전라남도,해남군,34.33978379,126.4715868,어불도,468201004,미연결,운항,보유,해당,해당,해당 없음,해당,해당 없음,203,▼1.0%,-2,201,107,125,76,0.7302,7.0145,0.6847,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,17,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,○,X,X,X,X,X,X,X,○,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,0,1,0,1,1.300499901628031,2.600999803256062,dist_based,34.136,6.256,51.204,9.384,53.80499980325606,10.0
87,전라남도,해남군,34.61238254,126.2682906,임하도,468201005,연결,미운항,보유,해당 없음,해당,해당 없음,해당,해당 없음,82,▲7.3%,6,88,44,51,37,0.3646,5.7335,0.3485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,○,X,X,X,X,X,X,X,○,X,X,X,X,6.625210848,6.625210848,6.625210848,5.929,5.929,5.929,5.929,5.929,5.929,5.919,5.919,5.919,23.33829139,23.33829139,23.33829139,22.235,22.235,22.235,22.235,22.235,22.235,22.172,22.172,22.172,6.27204,6.27204,6.27204,5.562,5.562,5.562,5.562,5.562,5.562,5.559,5.559,5.559,1,,,,,,0,0,0,0,1.190328528501983,0.0,connected_0,20.662,4.05,30.993,6.074999999999999,30.993,6.074999999999999
88,전라남도,해남군,34.68592077,126.3617137,금호도,468201006,연결,미운항,보유,해당 없음,해당,해당 없음,해당,해당 없음,293,0.00%,0,293,182,153,140,5.4941,11.699,5.3616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,○,X,X,X,X,X,X,X,○,X,X,X,X,2.840031097523809,0.258151841,11.70422498,2.6246666666666667,0.252,10.027,2.619095238095238,0.376,10.027,2.589666666666667,0.26,10.014,19.73095754428571,16.60965531,30.37917341,19.04928571428572,16.372,27.049,19.04928571428572,16.372,27.049,20.016333333333336,17.312,28.171,8.185428095238095,5.59662,14.51331,8.102190476190477,5.582,13.446,8.273190476190475,5.582,16.567,8.82642857142857,5.573,17.907,21,,,,,,0,0,0,1,1.3286228962552962,0.0,connected_0,19.806,8.739,29.709000000000003,13.1085,29.709000000000003,13.1085
89,전라남도,해남군,34.69914461,126.2421329,시하도,468201007,미연결,운항,보유,해당 없음,해당,해당 없음,해당,해당 없음,2,▼50.0%,-1,1,1,1,0,0.1055,1.9324,0.0899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,○,X,X,X,X,X,X,X,○,X,X,X,10.98358528,10.98358528,10.98358528,9.595,9.595,9.595,9.595,9.595,9.595,9.542,9.542,9.542,37.03382954,37.03382954,37.03382954,37.807,37.807,37.807,37.807,37.807,37.807,38.673,38.673,38.673,10.64138,10.64138,10.64138,15.696,15.696,15.696,15.696,15.696,15.696,15.646,15.646,15.646,1,600.0,600.0,600.0,2.0,1.0,1,0,0,0,1.9764070661082136,3.952814132216428,dist_based,38.181,15.154,57.2715,22.731,61.22431413221642,26.68381413221643
90,전라남도,무안군,35.00932545,126.3149653,탄도,468401001,미연결,운항,보유,해당,해당 없음,해당,해당 없음,해당 없음,46,▼6.5%,-3,43,30,20,23,0.5209,5.8198,0.5001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,○,○,X,X,○,X,X,X,○,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,0,1,0,0,2.7203248546428807,5.440649709285761,dist_based,25.805,5.766,38.7075,8.649000000000001,44.14814970928576,14.089649709285762
91,전라남도,영광군,35.20325721,126.1441692,상낙월도,468701001,미연결,운항,보유,해당,해당,해당 없음,해당,해당 없음,167,▲10.2%,17,184,128,120,64,0.9196,9.2439,0.8236,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,X,X,○,X,X,X,X,X,X,○,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,70.0,70.0,70.0,8.0,1.0,1,1,0,1,7.151962676247398,14.303925352494796,dist_based,53.698,9.853,80.547,14.7795,94.8509253524948,10.0
92,전라남도,영광군,35.1962171,126.1259888,하낙월도,468701002,미연결,운항,보유,해당,해당,해당 없음,해당,해당 없음,88,▼2.3%,-2,86,66,54,32,0.6378,7.3022,0.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,X,X,○,X,X,X,X,X,X,○,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,70.0,70.0,70.0,8.0,1.0,1,1,0,0,6.1492668590781765,12.298533718156351,dist_based,53.698,9.853,80.547,14.7795,92.84553371815636,27.07803371815635
93,전라남도,영광군,35.19317404,126.2216412,소각시도,468701003,미연결,미운항,보유,해당 없음,해당,해당 없음,해당,해당 없음,1,0.00%,0,1,1,1,0,0.0927,1.7314,0.0821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,○,X,X,X,X,X,X,X,○,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0,1,0,0,6.715200585318911,13.430401170637822,dist_based,30.706,6.44,46.059,9.66,59.48940117063782,23.090401170637826
94,전라남도,영광군,35.28402443,126.143906,송이도,468701005,미연결,운항,보유,해당,해당,해당 없음,해당,해당 없음,124,▼4.0%,-5,119,71,62,57,3.5468,14.7561,3.2966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,X,X,X,○,X,X,X,X,X,○,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,70.0,70.0,70.0,6.0,2.0,1,1,0,1,15.501751185468402,31.003502370936808,dist_based,22.703,7.809,34.0545,11.7135,65.0580023709368,10.0
95,전라남도,영광군,35.34566779,126.0326368,안마도,468701006,미연결,운항,보유,해당,해당,해당 없음,해당,해당,180,▲3.9%,7,187,125,112,75,4.7196,23.8794,4.2485,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,X,X,○,X,X,X,X,X,X,○,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,130.0,130.0,130.0,2.0,1.0,1,1,0,1,24.998788823573086,49.99757764714617,dist_based,53.698,9.853,80.547,14.7795,130.54457764714618,10.0
96,전라남도,영광군,35.37118126,126.0451639,대석만도,468701007,미연결,운항,보유,해당,해당,해당 없음,해당,해당,11,▲9.1%,1,12,9,8,4,0.5292,5.8823,0.4055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,X,X,○,X,X,X,X,X,○,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,130.0,130.0,130.0,2.0,1.0,1,1,0,0,26.778484151196388,53.556968302392775,dist_based,53.698,9.853,80.547,14.7795,134.1039683023928,68.33646830239277
97,전라남도,영광군,35.35377187,126.001656,죽도,468701008,미연결,운항(연도된 섬에 여객선 운항),보유,해당 없음,해당,해당 없음,해당,해당,4,0.00%,0,4,3,2,2,0.2451,4.8965,0.1651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,X,X,X,○,X,X,X,○,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,260.0,260.0,260.0,2.0,1.0,1,1,0,0,26.56471190209789,53.12942380419578,dist_based,53.698,9.853,80.547,14.7795,133.6764238041958,67.90892380419578
98,전라남도,영광군,35.33719084,125.9881497,횡도,468701009,미연결,운항,보유,해당 없음,해당,해당 없음,해당,해당,3,0.00%,0,3,3,2,1,0.2949,4.258,0.2379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,X,X,X,○,X,X,X,○,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,130.0,130.0,130.0,2.0,1.0,1,1,0,0,25.365141369912568,50.730282739825135,dist_based,50.966,7.121,76.44900000000001,10.681500000000002,127.17928273982514,61.411782739825135
99,전라남도,영광군,35.24739933,126.0962634,대각이도,468701010,미연결,미운항,보유,해당,해당,해당 없음,해당,해당 없음,29,▼3.4%,-1,28,28,19,9,0.766,5.0738,0.6403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,X,○,○,X,X,X,X,X,X,○,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,0,1,0,0,12.355335961749551,24.710671923499103,dist_based,53.698,9.853,80.547,14.7795,105.2576719234991,39.49017192349911
100,전라남도,완도군,34.34457266,126.6987832,완도,468901001,연결,운항,보유,해당 없음,해당,해당 없음,해당,해당 없음,20120,▼3.6%,-726,19394,10244,9756,9638,90.387,88.4662,89.9204,2,0,1,1,1,0,1,1,2,1,1,0,4,2,4,3,0,3,0,0,0,1,115,8,0,0,0,0,0,0,0,0,0,0,0,0,12,121,12,8,2,8,4,0,4,0,0,0,1,6,7,1,0,1,0,0,0,11,12,604,409,122,7,17,281,214,76,5,66,981,109,3,26,525,57,2,32,594,90,5,5,0,0,0,0,0,0,0,○,X,X,X,X,X,X,X,○,X,X,X,X,6.681529026951841,0.238373984,15.44506605,6.66630028328612,0.238,12.838,6.66630028328612,0.238,12.838,6.660662889518413,0.239,12.726,10.527268287566573,0.149742329,20.67259046,10.32758923512748,0.139,48.914,10.20113031161473,0.139,23.006,9.976872521246458,0.215,22.927,6.7304171671388096,0.13117,20.49213,6.40415014164306,0.164,19.805,6.404113314447592,0.164,19.805,6.272798866855525,0.142,19.18,353,50.0,50.0,50.0,18.0,4.0,1,0,1,1,3.156235136172828,0.0,connected_0,8.294,6.846,12.441,10.269,12.441,9.409198300283286
101,전라남도,완도군,34.36066648,127.0143343,평일도,468901002,미연결,운항,보유,해당,해당,해당 없음,해당,해당 없음,3151,▼1.4%,-45,3106,1827,1576,1530,20.6406,78.6566,20.0288,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,41,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,2,1,39,20,6,2,5,89,48,20,2,13,111,25,1,3,51,9,1,3,25,14,1,1,0,0,0,0,0,0,0,○,X,X,X,X,X,X,X,○,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,,,,,0,1,0,1,10.91294553523398,21.82589107046796,dist_based,35.915,22.975,53.8725,34.462500000000006,75.69839107046796,10.0
102,전라남도,완도군,34.38284576,127.0829329,충도,468901003,미연결,운항,보유,해당,해당,해당 없음,해당,해당 없음,125,▼0.8%,-1,124,78,59,65,2.304,12.3001,2.1681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,○,X,X,X,X,X,X,X,○,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,90.0,90.0,90.0,10.0,1.0,1,1,0,1,7.204120344338841,14.40824068867768,dist_based,14.743,2.947,22.1145,4.4205000000000005,36.52274068867768,10.0
103,전라남도,완도군,34.31016801,127.0628905,우도,468901004,미연결,미운항,보유,해당,해당,해당 없음,해당,해당 없음,9,▼11.1%,-1,8,3,4,4,0.1099,1.9832,0.0808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,X,○,X,X,X,X,X,X,○,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0,1,0,0,15.13725204030924,30.27450408061848,dist_based,14.743,2.947,22.1145,4.4205000000000005,52.38900408061848,34.69500408061849
104,전라남도,완도군,34.30547732,127.0987762,다랑도,468901005,미연결,미운항,보유,해당,해당,해당 없음,해당,해당 없음,19,0.00%,0,19,13,10,9,0.4425,4.275,0.3763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,X,○,X,X,X,X,X,X,○,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,0,1,0,0,14.560436999412255,29.12087399882451,dist_based,14.743,2.947,22.1145,4.4205000000000005,51.235373998824514,33.54137399882451
105,전라남도,완도군,34.19222606,127.074322,황제도,468901006,미연결,운항,보유,해당,해당,해당 없음,해당,해당 없음,18,▼5.6%,-1,17,12,11,6,0.2713,4.6343,0.2098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,X,○,X,X,X,X,X,X,○,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,100.0,100.0,100.0,2.0,1.0,1,1,0,0,25.8432123907485,51.686424781497,dist_based,30.871,12.78,46.3065,19.17,97.992924781497,70.856424781497
106,전라남도,완도군,34.39029226,127.0429,신도,468901007,미연결,운항,보유,해당,해당,해당 없음,해당,해당 없음,30,▲3.3%,1,31,20,14,17,1.2467,7.0661,1.2719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,○,X,X,X,X,X,X,X,○,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,90.0,90.0,90.0,24.0,2.0,1,1,0,0,8.350538882875709,16.701077765751418,dist_based,15.761,3.793,23.6415,5.689500000000001,40.342577765751415,22.390577765751416
107,전라남도,완도군,34.21994724,127.1973144,원도,468901008,미연결,미운항,보유,해당,해당,해당 없음,해당,해당 없음,9,▼11.1%,-1,8,8,8,0,0.3625,2.9875,0.3688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,X,○,X,X,X,X,X,X,○,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0,1,0,0,23.483721032427734,46.96744206485548,dist_based,23.582,11.788,35.373000000000005,17.682000000000002,82.34044206485547,64.64944206485546
108,전라남도,완도군,34.20621414,127.1651357,장도(금일읍),468901009,미연결,미운항,보유,해당 없음,해당,해당 없음,해당,해당 없음,11,▼18.2%,-2,9,7,6,3,1.2152,8.871,0.9558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,X,X,X,X,○,X,X,X,○,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,0,1,0,0,25.01901522443246,50.03803044886492,dist_based,21.196,9.401,31.794000000000004,14.1015,81.83203044886493,64.13953044886492
109,전라남도,완도군,34.32572634,127.0847813,소랑도,468901010,미연결,운항(연도된 섬에 여객선 운항),보유,해당,해당,해당 없음,해당,해당 없음,104,▼2.9%,-3,101,62,45,56,0.8354,6.4794,0.7783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,○,X,X,X,X,X,X,X,○,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,0,1,0,1,12.82992522826664,25.65985045653328,dist_based,14.743,2.947,22.1145,4.4205000000000005,47.77435045653328,10.0
