연번,시도,시군구,위도,경도,섬이름,섬코드,육지b연결유무,여객선 유도선 운항여부,접안시설 보유,개발대상섬,성장촉진지역,특수상황지역,인구감소지역,먼섬특별법,2023년 총인구,증감률,증감량,2024년 총인구,2024년 세대,2024년 남자인구,2024년 여자인구,해안선 데이터 기준 면적(제곱키로미터),해안선길이(키로미터),지적도 기준 면적(제곱키로미터),읍면동사무소_본청,읍면동사무소 출장소 행정지원센터,경찰서,파출소,지구대,치안센터,해양경찰서,해경파출소,해경출장소,소방서,119안전센터,119지역대,우체국,NH농협은행,지역농축협,하나로마트,SH수협은행,수협 회원 조합,종합병원 시설 수,종합병원 병상 수,종합병원 의사 수,병원 시설 수,병원 병상 수,병원 의사 수,요양병원 시설 수,요양병원 병상 수,요양병원 의사 수,치과병원 시설 수,치과병원 병상 수,치과병원 의사 수,정신병원 시설 수,정신병원 병상 수,정신병원 의사 수,한방병원 시설 수,한방병원 병상 수,한방병원 의사 수,의원 시설 수,의원 병상 수,의원 의사 수,치과의원 시설 수,치과의원 병상 수,치과의원 의사 수,한의원 시설 수,한의원 병상 수,한의원 의사 수,보건소 시설 수,보건소 병상 수,보건소 의사 수,보건의료원 시설 수,보건의료원 병상 수,보건의료원 의사 수,보건지소 시설 수,보건지소 병상 수,보건지소 의사 수,보건진료소 시설 수,보건진료소 병상 수,보건진료소 의사 수,약국,어린이집 시설,어린이집 정원,어린이집 유아,어린이집 교직원,유치원 시설,유치원 학급,유치원 정원,유치원 유아,유치원 교직원,초등학교 시설,초등학교 학급,초등학교 학생,초등학교 교직원,중학교 시설,중학교 학급,중학교 학생,중학교 교직원,고등학교 시설,고등학교 학급,고등학교 학생,고등학교 교직원,초등학교 총 폐교,초등학교 매각폐교,초등학교 보유폐교,중학교 총 폐교,중학교 매각폐교,중학교 보유폐교,고등학교 총 폐교,고등학교 매각폐교,고등학교 보유폐교,상수도,지하수(관정),해수담수화시설,소규모급수시설,운반급수,빗물 저장,생수 배달,생활용수 기타,송전,디젤발전,태양광발전,풍력발전,전력공급 기타,acc_health_2020_mean,acc_health_2020_min,acc_health_2020_max,acc_health_2021_mean,acc_health_2021_min,acc_health_2021_max,acc_health_2022_mean,acc_health_2022_min,acc_health_2022_max,acc_health_2023_mean,acc_health_2023_min,acc_health_2023_max,acc_emergency_2020_mean,acc_emergency_2020_min,acc_emergency_2020_max,acc_emergency_2021_mean,acc_emergency_2021_min,acc_emergency_2021_max,acc_emergency_2022_mean,acc_emergency_2022_min,acc_emergency_2022_max,acc_emergency_2023_mean,acc_emergency_2023_min,acc_emergency_2023_max,acc_clinic_2020_mean,acc_clinic_2020_min,acc_clinic_2020_max,acc_clinic_2021_mean,acc_clinic_2021_min,acc_clinic_2021_max,acc_clinic_2022_mean,acc_clinic_2022_min,acc_clinic_2022_max,acc_clinic_2023_mean,acc_clinic_2023_min,acc_clinic_2023_max,grid_count,ferry_time_actual,최단소요_min,최단소요_max,총운항편수_편도,경유항로수,ferry_available,access_allnull,has_emergency_onisland,has_clinic_onisland,dist_main_km,sea_leg_min,sea_leg_source,land_leg_emergency_km,land_leg_clinic_km,land_leg_emergency_min,land_leg_clinic_min,Y_time_emergency,Y_time_clinic
110,전라남도,완도군,34.30247039,127.1269734,섭도,468901011,미연결,미운항,미보유,해당 없음,해당,해당 없음,해당,해당 없음,5,▼40.0%,-2,3,2,2,1,0.4006,3.8932,0.3679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,X,X,X,X,○,X,X,X,X,○,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0,1,0,0,14.784362447744664,29.56872489548933,dist_based,14.743,2.947,22.1145,4.4205000000000005,51.68322489548933,33.98922489548933
111,전라남도,완도군,34.2029601,126.5847664,노화도,468901012,미연결,운항,보유,해당,해당,해당 없음,해당,해당 없음,4167,▼7.7%,-320,3847,2090,1943,1904,25.4971,55.873,25.1668,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,32,2,1,0,1,1,0,1,0,0,0,0,0,0,1,0,3,1,0,0,4,1,84,31,9,3,6,106,63,22,3,19,186,34,1,7,129,19,1,6,108,19,1,1,0,0,0,0,0,0,0,○,X,X,X,X,X,X,X,○,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,,,,,,0,1,0,1,11.422076431360216,22.844152862720435,dist_based,39.934,10.795,59.901,16.1925,82.74515286272043,10.0
112,전라남도,완도군,34.17359603,126.560041,장사도,468901013,미연결,운항(연도된 섬에 여객선 운항),보유,해당 없음,해당,해당 없음,해당,해당 없음,8,▼25.0%,-2,6,4,3,3,0.2864,2.5964,0.279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,○,X,X,X,X,X,X,X,○,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0,1,0,0,13.680933182463669,27.361866364927334,dist_based,39.934,10.795,59.901,16.1925,87.26286636492733,43.55436636492733
113,전라남도,완도군,34.20129421,126.5422395,노록도,468901014,미연결,미운항,보유,해당,해당,해당 없음,해당,해당 없음,28,▼7.1%,-2,26,16,14,12,0.4317,3.4336,0.3916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,X,○,X,X,X,X,X,X,○,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0,1,0,0,10.277725808645206,20.55545161729041,dist_based,39.934,10.795,59.901,16.1925,80.45645161729041,36.74795161729041
114,전라남도,완도군,34.24503885,126.5650274,마삭도,468901015,미연결,운항,보유,해당,해당,해당 없음,해당,해당 없음,18,▼5.6%,-1,17,13,9,8,0.1896,3.4172,0.165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,X,X,○,X,X,X,X,X,○,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,114.0,114.0,114.0,6.0,1.0,1,1,0,0,6.467584575589047,12.935169151178094,dist_based,39.934,10.795,59.901,16.1925,72.8361691511781,29.127669151178093
115,전라남도,완도군,34.19192511,126.5028306,넙도(노화읍),468901016,미연결,운항,보유,해당,해당,해당 없음,해당,해당 없음,477,▼2.5%,-12,465,271,242,223,2.638,15.3129,2.5905,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,7,6,1,1,4,3,0,0,0,0,1,1,0,0,0,0,0,0,0,○,X,X,X,X,X,X,X,○,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,0,1,0,1,11.39597830301905,22.7919566060381,dist_based,39.934,10.795,59.901,16.1925,82.6929566060381,10.0
116,전라남도,완도군,34.26564138,126.4262968,대정원도,468901017,미연결,미운항,보유,해당 없음,해당,해당 없음,해당,해당 없음,3,0.00%,0,3,2,3,0,0.1201,2.0324,0.0872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,X,X,X,○,X,X,X,X,○,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0,1,0,0,9.255809732102763,18.51161946420553,dist_based,40.216,11.076,60.324000000000005,16.614,78.83561946420554,35.12561946420553
117,전라남도,완도군,34.20979918,126.5124991,마안도,468901018,미연결,운항,보유,해당,해당,해당 없음,해당,해당 없음,23,▲4.3%,1,24,15,15,9,0.1685,4.464,0.1363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,X,X,○,X,X,X,X,X,○,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,43.0,43.0,43.0,6.0,1.0,1,1,0,0,9.330429053941076,18.660858107882152,dist_based,39.934,10.795,59.901,16.1925,78.56185810788214,34.85335810788215
118,전라남도,완도군,34.28685737,126.4755116,어룡도,468901019,미연결,미운항,보유,해당,해당,해당 없음,해당,해당 없음,32,0.00%,0,32,16,20,12,0.4355,6.3823,0.3392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,X,X,○,X,X,X,X,X,○,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,0,1,0,0,4.416175054295134,8.832350108590267,dist_based,40.216,11.076,60.324000000000005,16.614,69.15635010859027,25.446350108590263
119,전라남도,완도군,34.262644,126.4534744,대장구도,468901020,미연결,미운항,보유,해당 없음,해당,해당 없음,해당,해당 없음,4,0.00%,0,4,4,4,0,0.2097,3.1426,0.1768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,○,X,X,X,X,X,X,○,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0,1,0,0,7.366711256904039,14.733422513808078,dist_based,40.216,11.076,60.324000000000005,16.614,75.05742251380808,31.34742251380808
120,전라남도,완도군,34.19746978,126.4892848,후장구도,468901021,미연결,운항,보유,해당,해당,해당 없음,해당,해당 없음,14,▼7.1%,-1,13,7,8,5,0.1372,2.4617,0.1123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,X,X,X,○,X,X,X,○,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,43.0,43.0,43.0,6.0,1.0,1,1,0,0,10.957180502301874,21.914361004603748,dist_based,39.934,10.795,59.901,16.1925,81.81536100460374,38.10686100460374
121,전라남도,완도군,34.1865248,126.4798255,서넙도,468901022,미연결,운항,보유,해당,해당,해당 없음,해당,해당 없음,159,▲1.3%,2,161,88,95,66,1.0987,7.61,1.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,17,4,4,1,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,X,○,X,X,X,X,X,○,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,43.0,43.0,43.0,42.0,2.0,1,1,0,1,12.46525848334519,24.93051696669038,dist_based,39.934,10.795,59.901,16.1925,84.83151696669037,10.0
122,전라남도,완도군,34.22543953,126.4203223,죽굴도,468901023,미연결,미운항,보유,해당 없음,해당,해당 없음,해당,해당 없음,3,0.00%,0,3,3,3,0,0.2599,5.1977,0.2144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,○,X,X,X,X,X,X,X,○,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0,1,0,0,11.743782501225535,23.487565002451078,dist_based,40.216,11.076,60.324000000000005,16.614,83.81156500245108,40.10156500245107
123,전라남도,완도군,34.39548825,126.7388469,사후도,468901024,미연결,운항,보유,해당,해당,해당 없음,해당,해당 없음,61,▼6.6%,-4,57,45,29,28,0.7133,6.0894,0.6956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,X,○,X,X,X,X,X,X,○,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,0,1,0,1,2.2842302779039727,4.568460555807945,dist_based,10.807,9.358,16.2105,14.037,20.778960555807945,10.0
124,전라남도,완도군,34.41123649,126.720453,고마도,468901025,미연결,운항,보유,해당,해당,해당 없음,해당,해당 없음,91,▼4.4%,-4,87,58,45,42,1.285,7.9565,1.2622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,X,○,X,X,X,X,X,○,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,0,1,0,1,2.321443935434008,4.642887870868016,dist_based,12.46,7.714,18.69,11.571000000000002,23.332887870868017,10.0
125,전라남도,완도군,34.42124392,126.6857058,토도,468901026,연결,미운항,보유,해당,해당,해당 없음,해당,해당 없음,37,▼8.1%,-3,34,23,16,18,0.1115,2.1201,0.1088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,○,X,X,X,X,X,X,X,○,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0,1,0,0,1.055381311349065,0.0,connected_0,23.393,6.689,35.0895,10.0335,35.0895,10.0335
126,전라남도,완도군,34.39781278,126.6343813,달도,468901027,연결,미운항,보유,해당 없음,해당,해당 없음,해당,해당 없음,170,▼1.8%,-3,167,109,87,80,1.1683,7.732,1.1402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,○,X,X,X,X,X,X,X,○,X,X,X,X,2.5940386215,2.007867269,3.105287702,2.57525,2.001,3.349,2.57525,2.001,3.349,2.5495,1.952,3.339,18.650060015,17.8887976,19.4377447,18.61775,17.892,19.144,18.61775,17.892,19.144,18.55225,17.836,19.077,1.9812775,1.10858,3.10905,2.0162500000000003,1.101,3.701,2.0162500000000003,1.101,3.701,1.9575,1.095,3.465,4,,,,,,0,0,0,0,1.3430886186166968,0.0,connected_0,19.549,0.349,29.3235,0.5235,29.3235,0.5235
127,전라남도,완도군,34.27789202,126.5555821,흑일도,468901028,미연결,운항,보유,해당,해당,해당 없음,해당,해당 없음,77,▼3.9%,-3,74,43,39,35,1.9821,11.363,1.9309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,X,X,○,X,X,X,X,X,○,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,47.0,30.0,64.0,42.0,2.0,1,1,0,0,3.2244197642905026,6.448839528581005,dist_based,37.691,11.443,56.5365,17.164499999999997,62.98533952858101,23.613339528581
128,전라남도,완도군,34.29700075,126.5850576,백일도,468901029,미연결,운항,보유,해당,해당,해당 없음,해당,해당 없음,104,▼1.9%,-2,102,56,55,47,1.0677,9.7148,1.0076,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,X,X,○,X,X,X,X,X,○,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,114.0,114.0,114.0,6.0,1.0,1,1,0,0,2.455819584163339,4.911639168326678,dist_based,31.997,13.293,47.9955,19.9395,52.90713916832668,24.851139168326675
129,전라남도,완도군,34.31605681,126.5026283,서화도,468901030,미연결,미운항,보유,해당,해당,해당 없음,해당,해당 없음,37,0.00%,0,37,23,18,19,0.1219,1.8821,0.111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,X,○,X,X,X,X,X,○,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0,1,0,0,1.515635940144284,3.031271880288568,dist_based,36.341,7.202,54.5115,10.803,57.54277188028857,13.834271880288568
130,전라남도,완도군,34.28731713,126.6093188,동화도,468901031,미연결,운항,보유,해당,해당,해당 없음,해당,해당 없음,15,▲6.7%,1,16,11,7,9,0.5155,4.5215,0.3894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,X,X,○,X,X,X,X,X,○,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,114.0,114.0,114.0,6.0,1.0,1,1,0,0,3.2640381644665872,6.528076328933175,dist_based,31.154,12.45,46.731,18.675,53.259076328933176,25.20307632893317
131,전라남도,완도군,34.29992471,126.5089629,양도,468901032,미연결,미운항,보유,해당 없음,해당,해당 없음,해당,해당 없음,3,0.00%,0,3,3,3,0,0.0847,2.278,0.0702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,X,X,X,○,X,X,X,X,○,X,X,X,2.181557173,2.181557173,2.181557173,2.0,2.0,2.0,2.0,2.0,2.0,2.003,2.003,2.003,43.49059403,43.49059403,43.49059403,38.136,38.136,38.136,38.136,38.136,38.136,38.015,38.015,38.015,9.64545,9.64545,9.64545,8.917,8.917,8.917,8.917,8.917,8.917,8.876,8.876,8.876,1,,,,,,0,0,0,0,0.9869412693161717,1.9738825386323435,dist_based,40.216,11.076,60.324000000000005,16.614,62.29788253863235,18.587882538632343
132,전라남도,완도군,34.33124305,126.8389238,신지도,468901033,연결,운항,보유,해당 없음,해당,해당 없음,해당,해당 없음,3185,▼1.8%,-56,3129,1830,1618,1511,31.1745,76.0561,30.8467,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,2,2,34,12,8,2,12,55,23,1,4,29,11,0,0,0,0,3,3,0,1,1,0,0,0,0,○,X,X,X,X,X,X,X,○,X,X,X,X,3.285536963186992,0.205970703,6.586981126,3.217414634146341,0.201,7.137,3.217414634146341,0.201,7.137,3.211219512195122,0.201,7.423,16.155040511804877,6.351434744,23.87415285,16.244723577235774,5.497,24.059,16.244723577235774,5.497,24.059,16.15670731707317,5.405,23.566,4.5800253658536585,0.30843,10.23001,5.159016260162601,0.308,10.712,5.159016260162601,0.308,10.712,5.164089430894309,0.303,10.722,123,,,,,,0,0,0,1,5.556629806055384,0.0,connected_0,22.71,4.619,34.065,6.9285,34.065,6.9285
133,전라남도,완도군,34.28632042,126.8976146,모황도,468901034,미연결,운항,미보유,해당 없음,해당,해당 없음,해당,해당 없음,2,0.00%,0,2,1,2,0,0.1591,2.4216,0.1313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,X,X,X,X,○,X,X,X,X,○,X,X,X,3.074945809,3.074945809,3.074945809,3.016,3.016,3.016,3.016,3.016,3.016,3.006,3.006,3.006,22.40370851,22.40370851,22.40370851,22.312,22.312,22.312,22.312,22.312,22.312,22.265,22.265,22.265,8.41057,8.41057,8.41057,9.505,9.505,9.505,9.505,9.505,9.505,9.505,9.505,9.505,1,100.0,100.0,100.0,2.0,1.0,1,0,0,0,11.790305282755194,23.580610565510387,dist_based,30.871,12.78,46.3065,19.17,69.88711056551038,42.75061056551039
134,전라남도,완도군,34.40330172,126.8062883,고금도,468901035,연결,미운항,보유,해당 없음,해당,해당 없음,해당,해당 없음,3942,▼3.1%,-122,3820,2213,1869,1951,45.4108,71.0502,45.1705,1,0,0,1,0,1,0,0,0,0,1,0,1,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,35,3,2,0,2,1,0,1,0,0,0,0,0,0,1,0,2,1,0,0,2,2,127,72,17,0,0,0,0,0,1,8,104,13,1,4,62,11,1,3,50,11,8,8,0,0,0,0,0,0,0,○,X,X,X,X,X,X,X,○,X,X,X,X,3.902534240023256,0.331405774,8.707937264,3.5819593023255814,0.464,7.792,3.5819593023255814,0.464,7.792,3.5753023255813954,0.465,7.776,20.99168768494186,12.11986754,27.28296635,20.35545930232558,12.234,25.822,20.35545930232558,12.234,25.822,20.23546511627907,12.102,25.678,4.028470872093023,0.33174,13.34974,3.691482558139535,0.295,13.245,3.682046511627907,0.295,13.245,3.682988372093024,0.297,13.03,172,,,,,,0,0,0,1,2.495067871307052,0.0,connected_0,21.134,3.042,31.701,4.563,31.701,4.563
135,전라남도,완도군,34.42795675,126.8545877,넙도(고금면),468901036,미연결,미운항,보유,해당,해당,해당 없음,해당,해당 없음,29,0.00%,0,29,19,21,8,0.1435,2.8186,0.1355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,X,○,X,X,X,X,X,○,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0,1,0,0,1.3010404552287371,2.6020809104574747,dist_based,34.366,9.851,51.549,14.776500000000002,54.15108091045747,17.378580910457476
136,전라남도,완도군,34.42152536,126.873751,초완도,468901037,미연결,미운항,보유,해당 없음,해당,해당 없음,해당,해당 없음,10,▼10.0%,-1,9,5,5,4,0.4277,4.3355,0.4132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,X,○,X,X,X,X,X,X,○,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,0,1,0,0,0.919870074474216,1.839740148948432,dist_based,35.658,11.788,53.487,17.682000000000002,55.32674014894843,19.521740148948435
137,전라남도,완도군,34.37645159,126.9064411,조약도,468901038,연결,운항,보유,해당 없음,해당,해당 없음,해당,해당 없음,2176,▼0.2%,-4,2172,1307,1110,1062,28.6307,59.8454,28.4511,1,0,0,1,0,0,0,0,1,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,0,0,1,20,9,4,1,1,17,4,4,1,7,49,13,1,4,23,11,1,3,43,12,5,5,0,0,0,0,0,0,0,○,X,X,X,X,X,X,X,○,X,X,X,X,3.443217302672727,0.313283196,6.821948745,3.159743119266055,0.318,7.274,3.159743119266055,0.318,7.274,3.179229357798165,0.323,7.277,32.903225286818184,27.10053247,39.5339342,30.93878899082569,25.688,44.266,30.795596330275227,25.688,35.24,30.55130275229358,25.541,35.038,14.1469,7.78839,34.31735,13.228229357798163,7.45,37.366,4.036146788990826,0.217,7.371,12.650504587155964,7.45,21.557,110,,,,,,0,0,0,1,2.271643357525561,0.0,connected_0,30.871,12.78,46.3065,19.17,46.3065,18.975756880733947
